moduleId/I, x0_cm/D, y0_cm/D, z0_cm/D, x1_cm/D, y1_cm/D, z1_cm/D, x2_cm/D, y2_cm/D, z2_cm/D, x3_cm/D, y3_cm/D, z3_cm/D, nstrips/I, nwires/I, nwiregroups/I, evenBit/I, frBit/I, ccwBit/I
520, 10.26425648, -112.36008453, -586.42657471, -9.28907776, -101.51442719, -586.44537354, -22.90675926, -250.05285645, -586.29974365, 25.24423218, -276.76080322, -586.25347900, 48, 586, 48, 1, 1, 0
521, 29.62327576, -108.82810974, -615.73797607, 8.48415184, -101.54125214, -615.71215820, 20.85755157, -250.18844604, -615.53271484, 72.91362762, -268.13269043, -615.59613037, 48, 586, 48, 0, 0, 0
522, 48.41678619, -102.16186523, -586.39587402, 25.83238220, -98.58891296, -586.41357422, 63.57654572, -242.75788879, -586.41369629, 119.19170380, -251.55645752, -586.37011719, 64, 586, 48, 1, 1, 0
523, 65.32816315, -92.20866394, -615.73144531, 42.46662521, -92.61702728, -615.65997314, 104.70401001, -228.02682495, -615.56774902, 161.00161743, -227.02122498, -615.74371338, 64, 586, 48, 0, 0, 0
524, 80.40683746, -79.36463928, -586.41046143, 57.96205521, -83.72868347, -586.50280762, 142.72366333, -206.30429077, -586.41210938, 197.99499512, -195.55761719, -586.18475342, 64, 586, 48, 1, 1, 0
525, 120.86861420, -256.43957520, -684.39569092, 71.96003723, -274.22753906, -684.33312988, 115.74433899, -441.28619385, -684.19689941, 194.44677734, -412.66226196, -684.29754639, 80, 554, 64, 1, 1, 0
526, 163.53227234, -231.52868652, -711.57519531, 118.46537781, -257.55612183, -711.69262695, 190.65263367, -414.44674683, -711.79541016, 263.17312622, -372.56408691, -711.60638428, 80, 554, 64, 0, 0, 0
527, 201.27281189, -199.62622070, -684.29461670, 161.40663147, -233.07991028, -684.23815918, 259.72604370, -375.06213379, -684.11584473, 323.87768555, -321.22930908, -684.20672607, 80, 554, 64, 1, 1, 0
528, 208.35757446, -471.35037231, -693.95513916, 142.73648071, -495.25549316, -694.08355713, 187.04776001, -648.77252197, -693.96166992, 273.01205444, -617.45654297, -693.79345703, 64, 521, 32, 1, 0, 0
529, 287.15908813, -427.95510864, -693.99145508, 226.65783691, -462.84307861, -693.83630371, 296.83819580, -606.38989258, -693.72320557, 376.09548950, -560.68627930, -693.92645264, 64, 521, 32, 0, 0, 0
530, 357.06069946, -371.60095215, -694.00787354, 303.56549072, -416.49905396, -693.86895752, 397.68881226, -545.61822510, -693.73974609, 467.76812744, -486.80123901, -693.92175293, 64, 521, 32, 1, 0, 0
531, 48.16025925, -102.09424591, -586.43560791, 26.07644653, -98.59344482, -586.33068848, 64.10456848, -242.82582092, -586.26232910, 118.48699188, -251.44671631, -586.52069092, 48, 586, 48, 1, 1, 0
532, 65.07563782, -92.24598694, -615.76409912, 42.71942139, -92.64662170, -615.74804688, 105.29600525, -228.04705811, -615.61712646, 160.34924316, -227.06048584, -615.65679932, 48, 586, 48, 0, 0, 0
533, 80.22177124, -79.43087006, -586.36444092, 58.27382278, -83.70229340, -586.42486572, 143.38252258, -206.19975281, -586.33850098, 197.43038940, -195.68116760, -586.18951416, 48, 586, 48, 1, 1, 0
534, 14.26197052, -149.19960022, -814.88635254, -40.33908844, -144.42590332, -814.98614502, -91.83361816, -328.90075684, -814.98028564, 32.51139069, -339.77206421, -814.75292969, 80, 610, 112, 1, 1, 0
535, 64.38464355, -135.28352356, -839.71081543, 11.44705200, -149.48385620, -839.52032471, 26.19354248, -340.44244385, -839.52270508, 146.75027466, -308.10357666, -839.95648193, 80, 610, 112, 0, 0, 0
536, 106.79629517, -105.11465454, -814.96936035, 61.90571594, -136.56158447, -814.98382568, 141.06338501, -310.96545410, -814.95135498, 243.29440308, -239.35025024, -814.91833496, 80, 610, 112, 1, 1, 0
537, -30.57190704, -366.46173096, -839.83050537, -97.06674957, -354.74847412, -839.78820801, -181.45538330, -663.42584229, -839.67706299, -57.10708618, -685.33013916, -839.75610352, 80, 1024, 64, 0, 0, 0
538, 33.54246521, -366.19140625, -815.06353760, -33.97610855, -366.18298340, -815.15386963, -63.57516479, -684.81604004, -815.00366211, 62.68754578, -684.83178711, -814.83465576, 80, 1024, 64, 1, 1, 0
539, 96.62829590, -354.84335327, -840.00384521, 30.13545609, -366.56463623, -839.72149658, 56.34214020, -685.49456787, -839.43133545, 180.68669128, -663.57525635, -839.95935059, 80, 1024, 64, 0, 0, 0
540, 156.76966858, -332.63833618, -815.01733398, 93.31980133, -355.72253418, -814.99591064, 174.48182678, -665.26397705, -815.03002930, 293.13586426, -622.09552002, -815.07006836, 80, 1024, 64, 1, 1, 0
541, 212.19998169, -300.42089844, -840.03631592, 153.73004150, -334.18463135, -839.82971191, 287.47259521, -624.90100098, -839.56726074, 396.81399536, -561.76141357, -839.95367432, 80, 1024, 64, 0, 0, 0
542, 261.05831909, -258.92050171, -815.05603027, 209.34318542, -302.32855225, -814.82928467, 391.55676270, -565.39013672, -814.80010986, 488.26635742, -484.21511841, -815.22412109, 80, 1024, 64, 1, 1, 0
543, -45.40616608, -164.07221985, -949.03210449, 16.59323311, -169.49029541, -948.86376953, 33.31793213, -339.88754272, -948.85260010, -91.02929688, -329.02096558, -949.19024658, 80, 546, 96, 1, 0, 1
544, 13.40480804, -169.71185303, -924.07342529, 73.51483154, -153.58453369, -924.01470947, 147.54505920, -307.96856689, -924.19079590, 26.98720551, -340.31387329, -924.30853271, 80, 546, 96, 0, 1, 1
545, 70.64209747, -154.85623169, -948.99633789, 121.61621094, -119.15013885, -948.84185791, 243.96710205, -238.92155457, -948.92065430, 141.73239136, -310.53442383, -949.23052979, 80, 546, 96, 1, 0, 1
546, -96.65281677, -354.85394287, -924.07226562, -30.15907669, -366.57226562, -924.24462891, -56.35071564, -685.50354004, -924.44677734, -180.69692993, -663.58972168, -924.12445068, 80, 1024, 64, 0, 1, 1
547, -33.54150772, -366.25958252, -948.83233643, 33.97711945, -366.26373291, -948.80352783, 63.51679993, -684.90216064, -949.17938232, -62.74600983, -684.89434814, -949.23327637, 80, 1024, 64, 1, 0, 1
548, 30.55165482, -366.48175049, -924.18865967, 97.04409027, -354.75646973, -923.98718262, 181.48925781, -663.41833496, -924.12738037, 57.14548111, -685.34509277, -924.50408936, 80, 1024, 64, 0, 1, 1
549, 93.76721191, -355.60906982, -948.84814453, 157.22050476, -332.53436279, -948.77661133, 293.89538574, -621.88366699, -949.16528320, 175.23493958, -665.03436279, -949.29913330, 80, 1024, 64, 1, 0, 1
550, 154.08184814, -333.95700073, -924.31134033, 212.54817200, -300.18652344, -924.20996094, 397.51544189, -561.31915283, -924.05010986, 288.18084717, -624.47143555, -924.23962402, 80, 1024, 64, 0, 1, 1
551, 209.77850342, -302.15072632, -949.36401367, 261.50411987, -258.75531006, -949.11651611, 488.94284058, -483.86529541, -948.57794189, 392.21362305, -565.01672363, -949.04077148, 80, 1024, 64, 1, 0, 1
552, -50.85448074, -183.66888428, -1038.21435547, 18.59107971, -189.73767090, -1038.48242188, 33.33182526, -339.92102051, -1038.51757812, -91.06515503, -329.05007935, -1038.03747559, 80, 481, 96, 1, 0, 1
553, 15.00497818, -190.04278564, -1013.56341553, 82.33653259, -171.98593140, -1013.58111572, 147.56958008, -308.06292725, -1013.41473389, 26.95941925, -340.40792847, -1013.38311768, 80, 481, 96, 0, 1, 1
554, 79.14312744, -173.47302246, -1038.46215820, 136.24249268, -133.48266602, -1038.31298828, 244.07098389, -239.05406189, -1038.18798828, 141.78961182, -310.68829346, -1038.45495605, 80, 481, 96, 1, 0, 1
555, -96.54981995, -354.85449219, -1013.62915039, -30.05589294, -366.57299805, -1013.62915039, -56.24781799, -685.50427246, -1013.62915039, -180.59439087, -663.59014893, -1013.62915039, 80, 1024, 64, 0, 1, 1
556, -33.46308899, -366.23760986, -1038.42919922, 34.05554581, -366.23156738, -1038.42919922, 63.64336777, -684.86572266, -1038.42919922, -62.61945724, -684.87707520, -1038.42919922, 80, 1024, 64, 1, 0, 1
557, 30.64186096, -366.49291992, -1013.62915039, 97.13368225, -354.76245117, -1013.62915039, 181.60223389, -663.41796875, -1013.62915039, 57.25960541, -685.35449219, -1013.62915039, 80, 1024, 64, 0, 1, 1
558, 93.81724548, -355.61257935, -1038.42919922, 157.26193237, -332.51416016, -1038.42919922, 294.04467773, -621.81268311, -1038.42919922, 175.40032959, -665.00781250, -1038.42919922, 80, 1024, 64, 1, 0, 1
559, 154.14349365, -333.92724609, -1013.62915039, 212.61331177, -300.16265869, -1013.62915039, 397.55419922, -561.31402588, -1013.62915039, 288.21307373, -624.45532227, -1013.62915039, 80, 1024, 64, 0, 1, 1
560, 209.78762817, -302.09582520, -1038.42919922, 261.50601196, -258.69104004, -1038.42919922, 488.98568726, -483.76031494, -1038.42919922, 392.27008057, -564.92919922, -1038.42919922, 80, 1024, 64, 1, 0, 1
561, 92.94745636, -64.30119324, -615.64855957, 71.60373688, -72.50286102, -615.63665771, 176.39410400, -178.46646118, -615.72967529, 228.95401001, -158.26948547, -615.75903320, 64, 586, 48, 0, 0, 0
562, 102.78549194, -47.13805771, -586.46710205, 83.18762207, -58.91695404, -586.41192627, 204.76719666, -145.10110474, -586.28912354, 253.02786255, -116.09502411, -586.42504883, 64, 586, 48, 1, 1, 0
563, 109.33853149, -28.65053177, -615.67700195, 92.08994293, -43.66073608, -615.71929932, 226.81430054, -107.36838531, -615.73596191, 269.28976440, -70.40505981, -615.63183594, 64, 586, 48, 0, 0, 0
564, 232.89556885, -161.65512085, -711.62487793, 199.43643188, -201.51652527, -711.75909424, 320.89282227, -324.29281616, -711.82696533, 374.73443604, -260.14886475, -711.61096191, 80, 554, 64, 0, 0, 0
565, 257.40914917, -118.75413513, -684.24652100, 231.39404297, -163.82745361, -684.52075195, 372.35498047, -263.60568237, -684.49993896, 414.21783447, -191.07485962, -684.05871582, 80, 554, 64, 1, 1, 0
566, 274.08090210, -72.23162842, -711.69543457, 256.29037476, -121.13911438, -711.55364990, 412.44009399, -194.91540527, -711.60876465, 441.06817627, -116.21473694, -711.83691406, 80, 554, 64, 0, 0, 0
567, 416.15200806, -303.99569702, -693.87152100, 371.32019043, -357.54666138, -693.87152100, 486.54711914, -468.24322510, -693.87152100, 545.27728271, -398.09094238, -693.87152100, 64, 521, 32, 0, 0, 0
568, 462.69741821, -227.11329651, -693.88000488, 427.77746582, -287.59628296, -693.92657471, 560.37554932, -376.75183105, -694.03344727, 606.12109375, -297.51852417, -693.97247314, 64, 521, 32, 1, 0, 0
569, 495.07550049, -143.30307007, -693.64440918, 471.17871094, -208.92504883, -694.18719482, 617.23333740, -273.72479248, -694.24328613, 648.53845215, -187.75933838, -693.53222656, 64, 521, 32, 0, 0, 0
570, 92.75120544, -64.41315460, -615.61895752, 71.87985229, -72.43478394, -615.65606689, 176.98675537, -178.27267456, -615.72546387, 228.38345337, -158.51904297, -615.63409424, 48, 586, 48, 0, 0, 0
571, 102.51940918, -47.26845551, -586.37768555, 83.35612488, -58.78929520, -586.37866211, 205.23019409, -144.78822327, -586.24285889, 252.42068481, -116.41761780, -586.24047852, 48, 586, 48, 1, 1, 0
572, 109.18223572, -28.80980682, -615.65277100, 92.31729126, -43.49077606, -615.71966553, 227.30207825, -106.95909119, -615.79724121, 268.83276367, -70.80652618, -615.63244629, 48, 586, 48, 0, 0, 0
573, 112.72870636, -9.20133400, -586.49200439, 98.34160614, -26.97302628, -586.48791504, 242.06625366, -66.37506104, -586.33721924, 277.49517822, -22.61142921, -586.34729004, 64, 586, 48, 1, 1, 0
574, 112.52993011, 10.53015232, -615.65521240, 101.44335175, -9.46757889, -615.66967773, 249.82382202, -23.34375191, -615.73358154, 277.12506104, 25.90159798, -615.69805908, 64, 586, 48, 0, 0, 0
575, 108.99951935, 29.93304825, -586.31164551, 101.56247711, 8.31102371, -586.29632568, 250.09350586, 20.47021484, -586.35852051, 268.40759277, 73.71546173, -586.39630127, 64, 586, 48, 1, 1, 0
576, 282.50656128, -23.55670166, -684.25646973, 273.48309326, -74.81121063, -684.38964844, 440.07531738, -120.33815002, -684.36901855, 454.59570312, -37.86071014, -684.15466309, 80, 554, 64, 1, 1, 0
577, 282.27886963, 25.86308098, -711.64526367, 282.28219604, -26.17961884, -711.79553223, 454.24600220, -42.12102890, -711.84820557, 454.24063110, 41.62475967, -711.60632324, 80, 554, 64, 0, 0, 0
578, 273.49197388, 74.49398041, -684.29223633, 282.53045654, 23.24196625, -684.33953857, 454.65048218, 37.39720535, -684.33752441, 440.10601807, 119.87065125, -684.26147461, 80, 554, 64, 1, 1, 0
579, 512.43713379, -55.16427612, -693.74102783, 500.33959961, -123.94734192, -694.11120605, 655.45068359, -162.30767822, -694.10479736, 671.29864502, -72.20117188, -693.61987305, 64, 521, 32, 1, 0, 0
580, 514.19287109, 34.67503357, -694.02215576, 514.18432617, -35.16476440, -694.02215576, 673.59411621, -46.09603119, -694.02215576, 673.60534668, 45.39482117, -694.02215576, 64, 521, 32, 0, 0, 0
581, 500.38638306, 123.45954132, -693.98620605, 512.50335693, 54.67890930, -693.95037842, 671.39007568, 71.58993530, -693.89593506, 655.51678467, 161.69326782, -693.94293213, 64, 521, 32, 1, 0, 0
582, 112.49971008, -9.39650345, -586.44708252, 98.42974854, -26.77455902, -586.41833496, 242.36120605, -65.92617798, -586.32513428, 277.00915527, -23.13190842, -586.39605713, 48, 586, 48, 1, 1, 0
583, 112.37131500, 10.27713203, -615.76837158, 101.53432465, -9.28096390, -615.72271729, 250.07867432, -22.83202553, -615.46557617, 276.76528931, 25.33069229, -615.57800293, 48, 586, 48, 0, 0, 0
584, 108.92566681, 29.70755386, -586.51263428, 101.64575958, 8.56601715, -586.50628662, 250.28881836, 20.98819351, -586.27239990, 268.21591187, 73.05020905, -586.28790283, 48, 586, 48, 1, 1, 0
585, 136.31158447, -62.19521332, -839.83367920, 104.87630463, -107.09347534, -839.62689209, 238.88684082, -243.92839050, -839.44299316, 310.47558594, -141.67991638, -839.91387939, 80, 610, 112, 0, 0, 0
586, 149.39624023, -11.83372498, -815.01635742, 135.21476746, -64.77659607, -814.90631104, 307.94683838, -147.51872253, -814.73913574, 340.24282837, -26.94996643, -814.98968506, 80, 610, 112, 1, 1, 0
587, 144.39266968, 39.97385406, -839.84356689, 149.17272949, -14.62664413, -839.74169922, 339.78686523, -33.30545807, -839.66442871, 328.90106201, 91.03826904, -839.89636230, 80, 610, 112, 0, 0, 0
588, 302.11987305, -209.69367981, -839.75970459, 258.71630859, -261.41305542, -839.79766846, 483.79095459, -488.88739014, -839.87945557, 564.95751953, -392.16986084, -839.80847168, 80, 1024, 64, 0, 0, 0
589, 333.90347290, -154.04243469, -814.95690918, 300.16021729, -212.52429199, -815.13543701, 561.37860107, -397.37054443, -815.14855957, 624.47998047, -288.00689697, -814.81469727, 80, 1024, 64, 1, 1, 0
590, 355.56866455, -93.71576691, -839.84747314, 332.48883057, -157.16723633, -839.83410645, 621.82751465, -293.86511230, -839.73815918, 664.98779297, -175.20806885, -839.76318359, 80, 1024, 64, 0, 0, 0
591, 366.43203735, -30.53561401, -815.00164795, 354.72113037, -97.03076935, -815.12420654, 663.40136719, -181.40890503, -815.05004883, 685.30133057, -57.06004333, -814.82080078, 80, 1024, 64, 1, 1, 0
592, 366.19070435, 33.55397034, -839.86950684, 366.20404053, -33.96466446, -839.87182617, 684.84667969, -63.46097565, -839.76342773, 684.82177734, 62.80184937, -839.75903320, 80, 1024, 64, 0, 0, 0
593, 354.81518555, 96.63835144, -815.12371826, 366.55224609, 30.14783478, -814.98553467, 685.47607422, 56.42921066, -814.77490234, 663.52728271, 180.76940918, -815.03332520, 80, 1024, 64, 1, 1, 0
594, 119.39753723, -121.33035278, -924.09851074, 155.09246826, -70.34820557, -924.06140137, 311.01904297, -141.07171631, -924.23541260, 239.42857361, -243.32250977, -924.30987549, 80, 546, 96, 0, 1, 1
595, 153.67977905, -73.17869568, -948.93768311, 169.78385925, -13.06265259, -949.10675049, 340.49606323, -26.18782806, -949.21191406, 308.19741821, -146.75778198, -948.87286377, 80, 546, 96, 1, 0, 1
596, 169.42187500, -16.20018768, -924.20172119, 163.99331665, 45.79850006, -924.25115967, 328.89895630, 91.85352325, -924.20001221, 339.78662109, -32.49227905, -924.10095215, 80, 546, 96, 0, 1, 1
597, 259.03106689, -261.13848877, -924.21087646, 302.42376709, -209.40997314, -924.18975830, 565.54028320, -391.54418945, -924.13403320, 484.39404297, -488.27883911, -924.17352295, 80, 1024, 64, 0, 1, 1
598, 300.44482422, -212.15515137, -949.09564209, 334.20373535, -153.68266296, -948.83343506, 624.93127441, -287.40133667, -948.79278564, 561.80059814, -396.74749756, -949.28320312, 80, 1024, 64, 1, 0, 1
599, 332.70318604, -156.75637817, -924.10614014, 355.80935669, -93.31457520, -924.20776367, 665.32257080, -174.58406067, -924.36285400, 622.11303711, -293.22302246, -924.17291260, 80, 1024, 64, 0, 1, 1
600, 354.85205078, -96.62380981, -948.74194336, 366.56604004, -30.12915039, -948.83581543, 685.49884033, -56.29986954, -949.22082520, 663.59313965, -180.64782715, -949.04522705, 80, 1024, 64, 1, 0, 1
601, 366.24383545, -33.52119446, -924.21325684, 366.24316406, 33.99636459, -923.83227539, 684.87951660, 63.56024933, -924.02978516, 684.88073730, -62.70056534, -924.74218750, 80, 1024, 64, 0, 1, 1
602, 366.49237061, 30.59962463, -948.98577881, 354.76577759, 97.09144592, -948.68603516, 663.42565918, 181.54374695, -948.87890625, 685.35498047, 57.20110321, -949.43945312, 80, 1024, 64, 1, 0, 1
603, 133.68533325, -135.87213135, -1013.44067383, 173.66857910, -78.76786041, -1013.61462402, 311.09655762, -141.10462952, -1013.61541748, 239.47508240, -243.39482117, -1013.30383301, 80, 481, 96, 0, 1, 1
604, 172.12496948, -81.95796204, -1038.42114258, 190.16162109, -14.62113190, -1038.28503418, 340.62277222, -26.18566895, -1038.12805176, 308.31396484, -146.80529785, -1038.37182617, 80, 481, 96, 1, 0, 1
605, 189.78350830, -18.14112473, -1013.52026367, 183.70526123, 51.30391312, -1013.34631348, 329.04977417, 91.89076233, -1013.32189941, 339.93768311, -32.50527191, -1013.63348389, 80, 481, 96, 0, 1, 1
606, 259.05895996, -261.08554077, -1013.62915039, 302.45446777, -209.35934448, -1013.62915039, 565.56103516, -391.50787354, -1013.62915039, 484.40960693, -488.23809814, -1013.62915039, 80, 1024, 64, 0, 1, 1
607, 300.46038818, -212.14236450, -1038.42919922, 334.21444702, -153.66648865, -1038.42919922, 624.95361328, -287.35977173, -1038.42919922, 561.83209229, -396.71228027, -1038.42919922, 80, 1024, 64, 1, 0, 1
608, 332.73394775, -156.75347900, -1013.62915039, 355.82098389, -93.30464935, -1013.62915039, 665.35876465, -174.48049927, -1013.62915039, 622.18505859, -293.13262939, -1013.62915039, 80, 1024, 64, 0, 1, 1
609, 354.89898682, -96.60185242, -1038.42919922, 366.61749268, -30.10793304, -1038.42919922, 685.54876709, -56.29985809, -1038.42919922, 663.63464355, -180.64642334, -1038.42919922, 80, 1024, 64, 1, 0, 1
610, 366.28210449, -33.51512909, -1013.62915039, 366.27606201, 34.00350571, -1013.62915039, 684.91021729, 63.59132767, -1013.62915039, 684.92156982, -62.67149734, -1013.62915039, 80, 1024, 64, 0, 1, 1
611, 366.53735352, 30.58982086, -1038.42919922, 354.80688477, 97.08164215, -1038.42919922, 663.46240234, 181.55020142, -1038.42919922, 685.39892578, 57.20756531, -1038.42919922, 80, 1024, 64, 1, 0, 1
