moduleId/I, x0_cm/D, y0_cm/D, z0_cm/D, x1_cm/D, y1_cm/D, z1_cm/D, x2_cm/D, y2_cm/D, z2_cm/D, x3_cm/D, y3_cm/D, z3_cm/D, nstrips/I, nwires/I, nwiregroups/I, evenBit/I, frBit/I, ccwBit/I
257, 92.11900330, -43.65201569, 615.87200928, 109.37194824, -28.64677811, 615.84863281, 269.31091309, -70.44763184, 615.60253906, 226.82470703, -107.39873505, 615.66003418, 64, 586, 48, 0, 0, 1
258, 199.68830872, -201.31674194, 711.14355469, 233.13668823, -161.44607544, 711.18768311, 375.13198853, -259.74652100, 711.36889648, 321.30773926, -323.90539551, 711.29791260, 80, 554, 64, 0, 0, 1
259, 231.52359009, -163.53111267, 683.93060303, 257.54071045, -118.45812988, 683.89971924, 414.44805908, -190.60913086, 683.87683105, 372.58197021, -263.13943481, 683.92651367, 80, 554, 64, 1, 1, 1
260, 256.48361206, -120.87804413, 711.33575439, 274.27398682, -71.97033691, 711.40307617, 441.33053589, -115.76232910, 711.19396973, 412.70275879, -194.46337891, 711.08569336, 80, 554, 64, 0, 0, 1
261, 371.67150879, -357.05706787, 694.15417480, 416.53466797, -303.53253174, 694.01647949, 545.71551514, -397.57122803, 694.02972412, 486.94436646, -467.68896484, 694.21008301, 64, 521, 32, 0, 0, 1
262, 428.04489136, -287.07409668, 694.06762695, 462.97100830, -226.59477234, 694.19830322, 606.47375488, -296.86526489, 694.17449951, 560.72021484, -376.09381104, 694.00329590, 64, 521, 32, 1, 0, 1
263, 471.38781738, -208.49356079, 694.14550781, 495.23040771, -142.84960938, 694.14550781, 648.78955078, -187.01477051, 694.14550781, 617.55554199, -273.00903320, 694.14550781, 64, 521, 32, 0, 0, 1
264, 71.89299011, -72.46237183, 615.77899170, 92.75845337, -64.42559814, 615.71289062, 228.45831299, -158.43319702, 615.33691406, 177.07615662, -178.22415161, 615.49975586, 48, 586, 48, 0, 0, 1
265, 83.33223724, -58.83105469, 586.42114258, 102.50531006, -47.32659912, 586.37054443, 252.34742737, -116.60374451, 586.17730713, 205.13287354, -144.93402100, 586.30175781, 48, 586, 48, 1, 1, 1
266, 92.35986328, -43.49496841, 615.82135010, 109.23440552, -28.82488632, 615.81701660, 268.85729980, -70.92537689, 615.49114990, 227.30294800, -107.05114746, 615.50183105, 48, 586, 48, 0, 0, 1
267, 98.37837219, -26.89547348, 586.45458984, 112.78112793, -9.13646126, 586.45458984, 277.53576660, -22.69176102, 586.45458984, 242.06831360, -66.42416382, 586.45458984, 64, 586, 48, 1, 1, 1
268, 101.50031281, -9.42059040, 615.78137207, 112.59680176, 10.57163143, 615.74993896, 277.19952393, 25.86157608, 615.75579834, 249.87390137, -23.37020302, 615.83331299, 64, 586, 48, 0, 0, 1
269, 101.59383392, 8.29883766, 586.45947266, 109.04041290, 29.91758537, 586.47143555, 268.46777344, 73.62982178, 586.45849609, 250.13020325, 20.39264297, 586.42907715, 64, 586, 48, 1, 1, 1
270, 273.62246704, -74.41366577, 683.88244629, 282.65856934, -23.16127777, 683.96801758, 454.77923584, -37.30844879, 683.88574219, 440.23858643, -119.78247833, 683.74810791, 80, 554, 64, 1, 1, 1
271, 282.39794922, -25.85361099, 711.36071777, 282.39312744, 26.18907166, 711.20385742, 454.35443115, 42.15708160, 711.05664062, 454.36215210, -41.58868027, 711.30908203, 80, 554, 64, 0, 0, 1
272, 282.57952881, 23.58125305, 684.04827881, 273.53491211, 74.83161926, 683.80334473, 440.10836792, 120.42687988, 683.64056396, 454.66278076, 37.95610428, 684.03472900, 80, 554, 64, 1, 1, 1
273, 500.43865967, -123.38005066, 694.21771240, 512.58923340, -54.60562515, 694.01831055, 671.46765137, -71.59427643, 694.02954102, 655.55035400, -161.68948364, 694.29077148, 64, 521, 32, 1, 0, 1
274, 514.30157471, -34.66915512, 694.17651367, 514.28796387, 35.17000961, 693.87988281, 673.69689941, 46.11353683, 694.02954102, 673.71472168, -45.37648392, 694.41815186, 64, 521, 32, 0, 0, 1
275, 512.50292969, 55.24248505, 694.02178955, 500.37234497, 124.02066040, 694.10998535, 655.46508789, 162.45483398, 694.26538086, 671.35638428, 72.35471344, 694.14984131, 64, 521, 32, 1, 0, 1
276, 98.48624420, -26.80224609, 586.41528320, 112.56331635, -9.43005180, 586.34765625, 277.06701660, -23.23333740, 586.20220947, 242.40159607, -66.01317596, 586.36871338, 48, 586, 48, 1, 1, 1
277, 101.64465332, -9.29065323, 615.71636963, 112.49021912, 10.26270962, 615.67822266, 276.89074707, 25.24325943, 615.39904785, 250.18304443, -22.90780449, 615.49304199, 48, 586, 48, 0, 0, 1
278, 101.65625763, 8.51184273, 586.30712891, 108.93541718, 29.65357971, 586.35766602, 268.22418213, 73.00218964, 586.25134277, 250.29893494, 20.93968582, 586.12677002, 48, 586, 48, 1, 1, 1
279, 105.12759399, -106.84462738, 839.71453857, 136.56591797, -61.94834900, 839.88549805, 310.98471069, -141.07316589, 839.92016602, 239.38906860, -243.31713867, 839.53070068, 80, 610, 112, 0, 0, 1
280, 135.37716675, -64.46311951, 814.97155762, 149.56427002, -11.52165222, 814.99279785, 340.52655029, -26.22040176, 815.06237793, 308.21774292, -146.78598022, 815.01403809, 80, 610, 112, 1, 1, 1
281, 149.21481323, -14.27643776, 839.79840088, 144.43627930, 40.32418823, 839.69213867, 328.90652466, 91.83518982, 839.74523926, 339.78887939, -32.50883484, 839.98718262, 80, 610, 112, 0, 0, 1
282, 259.02194214, -261.13845825, 839.77789307, 302.41543579, -209.41108704, 839.55688477, 565.52838135, -391.55047607, 839.57513428, 484.38061523, -488.28295898, 839.98846436, 80, 1024, 64, 0, 0, 1
283, 300.37890625, -212.17007446, 814.71765137, 334.12643433, -153.69042969, 814.75659180, 624.88037109, -287.35131836, 815.02465820, 561.77105713, -396.71084595, 814.95172119, 80, 1024, 64, 1, 1, 1
284, 332.70425415, -156.78744507, 839.60601807, 355.80075073, -93.34212494, 839.50427246, 665.32647705, -174.56393433, 839.70452881, 622.13500977, -293.20947266, 839.89477539, 80, 1024, 64, 0, 0, 1
285, 354.83703613, -96.63198853, 814.82812500, 366.54669189, -30.13650131, 814.85339355, 685.48144531, -56.28600693, 814.96447754, 663.58386230, -180.63549805, 814.91723633, 80, 1024, 64, 1, 1, 1
286, 366.22549438, -33.52249146, 839.74584961, 366.23693848, 33.99574280, 839.51391602, 684.87878418, 63.50068665, 839.42315674, 684.85736084, -62.76139450, 839.85687256, 80, 1024, 64, 0, 0, 1
287, 366.54205322, 30.59472656, 814.97711182, 354.82409668, 97.08861542, 814.84191895, 663.49554443, 181.49877930, 814.65393066, 685.40863037, 57.15227127, 814.90673828, 80, 1024, 64, 1, 1, 1
288, 154.85542297, -70.69523621, 924.00518799, 119.15782166, -121.67514038, 923.80822754, 238.94973755, -244.00593567, 923.71472168, 310.54556274, -141.75961304, 924.10968018, 80, 546, 96, 0, 1, 0
289, 169.67550659, -13.45371246, 948.54705811, 153.56312561, -73.56762695, 948.67901611, 307.96575928, -147.55903625, 948.87921143, 340.28106689, -26.99337769, 948.61444092, 80, 546, 96, 1, 0, 0
290, 164.03376770, 45.39109802, 923.84637451, 169.45945740, -16.60786057, 923.83227539, 339.85876465, -33.31158066, 923.89794922, 328.97686768, 91.03475952, 923.92620850, 80, 546, 96, 0, 1, 0
291, 302.14660645, -209.73815918, 924.62445068, 258.74459839, -261.45816040, 924.35864258, 483.82537842, -488.92605591, 923.93096924, 564.98907471, -392.20733643, 924.42803955, 80, 1024, 64, 0, 1, 0
292, 333.97427368, -154.08663940, 949.26635742, 300.21600342, -212.56007385, 949.30712891, 561.38708496, -397.47290039, 948.99584961, 624.51654053, -288.12496948, 948.91967773, 80, 1024, 64, 1, 0, 0
293, 355.73724365, -93.78494263, 924.19219971, 332.64596558, -157.23196411, 924.37817383, 621.95989990, -293.98214722, 924.52691650, 665.14160156, -175.33340454, 924.17919922, 80, 1024, 64, 0, 1, 0
294, 366.50942993, -30.55638504, 949.16595459, 354.78417969, -97.04905701, 949.06701660, 663.44635010, -181.49334717, 949.03094482, 685.37304688, -57.14911652, 949.21588135, 80, 1024, 64, 1, 0, 0
295, 366.30072021, 33.56840134, 924.11920166, 366.29113770, -33.94986725, 924.34179688, 684.92376709, -63.55342102, 924.58813477, 684.94165039, 62.70872116, 924.17187500, 80, 1024, 64, 0, 1, 0
296, 354.81875610, 96.64793396, 948.85858154, 366.55267334, 30.15721130, 949.11230469, 685.47735596, 56.42493057, 949.58026123, 663.53442383, 180.76553345, 949.10571289, 80, 1024, 64, 1, 0, 0
297, 173.40765381, -79.15042877, 1013.79797363, 133.42350769, -136.25433350, 1013.78686523, 239.00668335, -244.07135010, 1013.73699951, 310.62982178, -141.78186035, 1013.75689697, 80, 481, 96, 0, 1, 0
298, 190.05232239, -15.07186890, 1038.54931641, 172.00978088, -82.40660095, 1038.84606934, 308.10040283, -147.61138916, 1038.81958008, 340.41979980, -26.99552155, 1038.28796387, 80, 481, 96, 1, 0, 0
299, 183.74977112, 50.83561325, 1013.98815918, 189.83306885, -18.60885620, 1013.77062988, 340.01940918, -33.31764984, 1013.56597900, 329.12243652, 91.07736206, 1013.95562744, 80, 481, 96, 0, 1, 0
300, 302.14889526, -209.70292664, 1013.57977295, 258.74807739, -261.42465210, 1013.57977295, 483.83483887, -488.88699341, 1013.57977295, 564.99627686, -392.16513062, 1013.57977295, 80, 1024, 64, 0, 1, 0
301, 333.97601318, -154.05633545, 1038.37976074, 300.21594238, -212.52874756, 1038.37976074, 561.38159180, -397.44952393, 1038.37976074, 624.51440430, -288.10354614, 1038.37976074, 80, 1024, 64, 1, 0, 0
302, 355.65673828, -93.72838593, 1013.57977295, 332.56317139, -157.17485046, 1013.57977295, 621.87225342, -293.93536377, 1013.57977295, 665.05822754, -175.28765869, 1013.57977295, 80, 1024, 64, 0, 1, 0
303, 366.53216553, -30.55217743, 1038.37976074, 354.80682373, -97.04489899, 1038.37976074, 663.46887207, -181.48968506, 1038.37976074, 685.39575195, -57.14537811, 1038.37976074, 80, 1024, 64, 1, 0, 0
304, 366.27197266, 33.55276108, 1013.57977295, 366.27108765, -33.96587372, 1013.57977295, 684.90753174, -63.52916718, 1013.57977295, 684.90917969, 62.73365784, 1013.57977295, 80, 1024, 64, 0, 1, 0
305, 354.88400269, 96.63860321, 1038.37976074, 366.60763550, 30.14558029, 1038.37976074, 685.53686523, 56.36205673, 1038.37976074, 663.61315918, 180.70695496, 1038.37976074, 80, 1024, 64, 1, 0, 0
306, 102.23265076, 48.43239975, -615.54180908, 98.64967346, 25.84957504, -615.53723145, 242.83523560, 63.52972412, -615.74725342, 251.65850830, 119.14099121, -615.75848389, 64, 586, 48, 0, 0, 0
307, 92.25639343, 65.36621094, -586.35400391, 92.66562653, 42.50468826, -586.28472900, 228.07334900, 104.74658966, -586.38458252, 227.06561279, 161.04417419, -586.55517578, 64, 586, 48, 1, 1, 0
308, 79.52064514, 80.43103027, -615.66784668, 83.88842773, 57.98685455, -615.61151123, 206.44998169, 142.76882935, -615.60241699, 195.69412231, 198.03866577, -615.74121094, 64, 586, 48, 0, 0, 0
309, 256.43005371, 120.86297607, -711.68127441, 274.22854614, 71.95819855, -711.64532471, 441.27789307, 115.77833557, -711.63592529, 412.63696289, 194.47465515, -711.69378662, 80, 554, 64, 0, 0, 0
310, 231.57855225, 163.57299805, -684.39788818, 257.59808350, 118.50166321, -684.24578857, 414.50103760, 190.66189575, -684.01739502, 372.63107300, 263.18957520, -684.26208496, 80, 554, 64, 1, 1, 0
311, 199.66354370, 201.29611206, -711.58227539, 233.11245728, 161.42599487, -711.67132568, 375.10638428, 259.72854614, -711.79125977, 321.28121948, 323.88656616, -711.64788818, 80, 554, 64, 0, 0, 0
312, 471.31094360, 208.49649048, -693.96459961, 495.16790771, 142.85775757, -693.97906494, 648.71734619, 187.05647278, -693.85064697, 617.46453857, 273.04388428, -693.83166504, 64, 521, 32, 0, 0, 0
313, 428.02993774, 287.08856201, -694.05523682, 462.98593140, 226.62681580, -693.82336426, 606.45330811, 296.96914673, -693.61700439, 560.66064453, 376.17465210, -693.92071533, 64, 521, 32, 1, 0, 0
314, 371.58920288, 357.12829590, -693.77264404, 416.44390869, 303.59655762, -693.84515381, 545.63958740, 397.61483765, -693.95111084, 486.87951660, 467.74200439, -693.85607910, 64, 521, 32, 0, 0, 0
315, 102.15172577, 48.11197281, -615.70977783, 98.65119934, 26.02786636, -615.70147705, 242.88328552, 64.05711365, -615.61999512, 251.50347900, 118.44025421, -615.64044189, 48, 586, 48, 0, 0, 0
316, 92.24990845, 65.12530518, -586.38787842, 92.64657593, 42.76901245, -586.41119385, 228.05822754, 105.32146454, -586.39154053, 227.08142090, 160.37486267, -586.33404541, 48, 586, 48, 1, 1, 0
317, 79.52014160, 80.14118958, -615.72766113, 83.78909302, 58.19270325, -615.68640137, 206.29606628, 143.28775024, -615.65264893, 195.78356934, 197.33689880, -615.75427246, 48, 586, 48, 0, 0, 0
318, 64.28147125, 92.99315643, -586.26062012, 72.47048950, 71.64460754, -586.29504395, 178.49580383, 176.37243652, -586.46734619, 158.32998657, 228.94424438, -586.38256836, 64, 586, 48, 1, 1, 0
319, 47.16908646, 102.79722595, -615.63195801, 58.93692398, 83.19264221, -615.64831543, 145.19015503, 204.72319031, -615.79248047, 116.21131897, 253.00039673, -615.75225830, 64, 586, 48, 0, 0, 0
320, 28.64647675, 109.41361237, -586.45330811, 43.64905930, 92.15843201, -586.39892578, 107.41596985, 226.85473633, -586.36816406, 70.47140503, 269.34643555, -586.50213623, 64, 586, 48, 1, 1, 0
321, 161.68478394, 232.91680908, -684.30694580, 201.54667664, 199.45867920, -684.08734131, 324.32067871, 320.91741943, -684.11651611, 260.17593384, 374.75738525, -684.46990967, 80, 554, 64, 1, 1, 0
322, 118.79888153, 257.47082520, -711.66607666, 163.86558533, 231.44281006, -711.66607666, 263.68280029, 372.37612915, -711.66607666, 191.16261292, 414.25976562, -711.66607666, 80, 554, 64, 0, 0, 0
323, 72.28103638, 274.12213135, -684.27691650, 121.19078064, 256.33776855, -684.41510010, 194.94723511, 412.49688721, -684.40203857, 116.24291992, 441.11502075, -684.17968750, 80, 554, 64, 1, 1, 0
324, 304.03109741, 416.17562866, -693.87725830, 357.54238892, 371.29644775, -693.87725830, 468.34088135, 486.42535400, -693.87725830, 398.24057007, 545.21759033, -693.87725830, 64, 521, 32, 1, 0, 0
325, 227.16522217, 462.69363403, -693.96386719, 287.65927124, 427.79290771, -693.86468506, 376.77270508, 560.41937256, -693.83355713, 297.52490234, 606.13964844, -693.96350098, 64, 521, 32, 0, 0, 0
326, 143.32685852, 495.14178467, -694.17010498, 208.95062256, 471.24566650, -693.86157227, 273.74703979, 617.30169678, -693.65496826, 187.77925110, 648.60589600, -694.05914307, 64, 521, 32, 1, 0, 0
327, 64.45460510, 92.79753113, -586.29150391, 72.45828247, 71.91926575, -586.27197266, 178.38671875, 176.93492126, -586.28735352, 158.67730713, 228.34863281, -586.33538818, 48, 586, 48, 1, 1, 0
328, 47.30937958, 102.48071289, -615.69567871, 58.81817627, 83.31019592, -615.70861816, 144.89370728, 205.13024902, -615.65362549, 116.55276489, 252.33856201, -615.62170410, 48, 586, 48, 0, 0, 0
329, 28.84519577, 109.27294922, -586.40667725, 43.51487732, 92.39805603, -586.41754150, 107.07453918, 227.33987427, -586.38134766, 70.94976807, 268.89508057, -586.35461426, 48, 586, 48, 1, 1, 0
330, 122.03196716, 86.95146942, -815.00714111, 145.19750977, 37.27827454, -814.93133545, 330.70538330, 84.91707611, -814.77062988, 277.94964600, 198.03967285, -814.94323730, 80, 610, 112, 1, 1, 0
331, 84.93201447, 123.42812347, -839.63635254, 123.68777466, 84.67231750, -839.86627197, 281.71948242, 192.87872314, -839.93658447, 193.45956421, 281.13876343, -839.41302490, 80, 610, 112, 0, 0, 0
332, 37.61746216, 145.07167053, -814.88775635, 87.29069519, 121.90675354, -815.05993652, 198.78791809, 277.63412476, -815.14324951, 85.66522980, 330.38848877, -814.75103760, 80, 610, 112, 1, 1, 0
333, 332.66229248, 156.78216553, -839.79119873, 355.76831055, 93.34033203, -839.68395996, 665.28186035, 174.60876465, -839.78601074, 622.07257080, 293.24780273, -839.98657227, 80, 1024, 64, 0, 0, 0
334, 300.39337158, 212.17733765, -815.08587646, 334.15371704, 153.70509338, -815.03839111, 624.87847900, 287.42968750, -814.91619873, 561.74517822, 396.77539062, -815.00500488, 80, 1024, 64, 1, 1, 0
335, 258.97045898, 261.06817627, -839.78015137, 302.38311768, 209.35653687, -839.90130615, 565.42907715, 391.59265137, -839.94921875, 484.24548340, 488.29571533, -839.72271729, 80, 1024, 64, 0, 0, 0
336, 209.74844360, 302.15237427, -814.84924316, 261.45989990, 258.73962402, -815.00079346, 488.97448730, 483.77355957, -815.16278076, 392.27175903, 564.95733643, -814.87945557, 80, 1024, 64, 1, 1, 0
337, 154.09454346, 333.93420410, -839.96813965, 212.57089233, 300.18170166, -840.19226074, 397.45989990, 561.36944580, -839.75628662, 288.10653687, 624.48815918, -839.33715820, 80, 1024, 64, 0, 0, 0
338, 93.74185181, 355.62606812, -815.02673340, 157.19050598, 332.53854370, -815.00531006, 293.92352295, 621.86059570, -814.95245361, 175.27172852, 665.03527832, -814.99249268, 80, 1024, 64, 1, 1, 0
339, 164.77026367, 42.71722412, -948.75048828, 138.46438599, 99.11990356, -948.96881104, 277.67349243, 198.79769897, -949.28662109, 330.43310547, 85.67536926, -948.84863281, 80, 546, 96, 1, 0, 1
340, 140.18316650, 96.46704102, -924.27355957, 96.17868042, 140.47723389, -924.13842773, 192.91915894, 281.74371338, -924.17797852, 281.17541504, 193.47599792, -924.44897461, 80, 546, 96, 0, 1, 1
341, 98.72380066, 138.56442261, -948.92132568, 42.32215118, 164.87332153, -948.85217285, 84.92197418, 330.70513916, -948.91131592, 198.04225159, 277.93948364, -949.05010986, 80, 546, 96, 1, 0, 1
342, 355.62023926, 93.69285583, -924.11853027, 332.50384521, 157.13099670, -924.07379150, 621.76361084, 293.99569702, -924.25469971, 664.99224854, 175.36357117, -924.33831787, 80, 1024, 64, 0, 1, 1
343, 333.89978027, 154.06591797, -948.80358887, 300.14813232, 212.54307556, -948.91412354, 561.34027100, 397.42605591, -949.24322510, 624.45739746, 288.07119751, -949.03649902, 80, 1024, 64, 1, 0, 1
344, 302.08816528, 209.68382263, -924.07629395, 258.68432617, 261.40301514, -924.09307861, 483.75769043, 488.87838745, -924.40136719, 564.92480469, 392.16125488, -924.37005615, 80, 1024, 64, 0, 1, 1
345, 261.08917236, 258.97515869, -948.73596191, 209.37693787, 302.38693237, -948.90490723, 391.60964966, 565.43493652, -949.33520508, 488.31378174, 484.25296021, -949.01928711, 80, 1024, 64, 1, 0, 1
346, 212.15205383, 300.33868408, -924.20678711, 153.68280029, 334.10412598, -924.11462402, 287.43249512, 624.81732178, -924.24359131, 396.77258301, 561.67449951, -924.41595459, 80, 1024, 64, 0, 1, 1
347, 156.79391479, 332.64215088, -948.72351074, 93.34219360, 355.72113037, -948.80639648, 174.47921753, 665.26885986, -949.21343994, 293.13671875, 622.11016846, -949.05847168, 80, 1024, 64, 1, 0, 1
348, 184.54719543, 47.84458160, -1038.38891602, 155.07638550, 111.01934814, -1038.29931641, 277.76370239, 198.88357544, -1038.15930176, 330.55441284, 85.71940613, -1038.31982422, 80, 481, 96, 1, 0, 1
349, 157.07406616, 108.10292053, -1013.45690918, 107.78590393, 157.40048218, -1013.58190918, 193.05397034, 281.90621948, -1013.54229736, 281.34323120, 193.60011292, -1013.31842041, 80, 481, 96, 0, 1, 1
350, 110.60792542, 155.26712036, -1038.42102051, 47.43198395, 184.73414612, -1038.13232422, 84.97489929, 330.89450073, -1038.07116699, 198.14117432, 278.11059570, -1038.58837891, 80, 481, 96, 1, 0, 1
351, 355.65704346, 93.76519775, -1013.62915039, 332.55859375, 157.20988464, -1013.62915039, 621.85717773, 293.99264526, -1013.62915039, 665.05224609, 175.34828186, -1013.62915039, 80, 1024, 64, 0, 1, 1
352, 333.97174072, 154.09146118, -1038.42919922, 300.20715332, 212.56127930, -1038.42919922, 561.35852051, 397.50219727, -1038.42919922, 624.49975586, 288.16104126, -1038.42919922, 80, 1024, 64, 1, 0, 1
353, 302.14031982, 209.73559570, -1013.62915039, 258.73553467, 261.45397949, -1013.62915039, 483.80480957, 488.93365479, -1013.62915039, 564.97369385, 392.21801758, -1013.62915039, 80, 1024, 64, 0, 1, 1
354, 261.13003540, 259.00692749, -1038.42919922, 209.40383911, 302.40240479, -1038.42919922, 391.55236816, 565.50903320, -1038.42919922, 488.28259277, 484.35754395, -1038.42919922, 80, 1024, 64, 1, 0, 1
355, 212.18685913, 300.40832520, -1013.62915039, 153.71098328, 334.16238403, -1013.62915039, 287.40426636, 624.90161133, -1013.62915039, 396.75677490, 561.78002930, -1013.62915039, 80, 1024, 64, 0, 1, 1
356, 156.79797363, 332.68188477, -1038.42919922, 93.34914398, 355.76892090, -1038.42919922, 174.52499390, 665.30676270, -1038.42919922, 293.17712402, 622.13293457, -1038.42919922, 80, 1024, 64, 1, 0, 1
357, 9.19293404, 112.72244263, -615.58276367, 26.96077538, 98.33061981, -615.61273193, 66.40090179, 242.04479980, -615.76324463, 22.64676666, 277.48535156, -615.68945312, 64, 586, 48, 0, 0, 0
358, -10.48065853, 112.55111694, -586.45300293, 9.52139378, 101.47238922, -586.41503906, 23.33929062, 249.85830688, -586.37396240, -25.91670036, 277.14019775, -586.46746826, 64, 586, 48, 1, 1, 0
359, -29.90051651, 109.01088715, -615.63159180, -8.28147125, 101.56517792, -615.63006592, -20.38115311, 250.10104370, -615.72784424, -73.61906433, 268.43646240, -615.73162842, 64, 586, 48, 0, 0, 0
360, 23.56476593, 282.52194214, -711.83782959, 74.81604767, 273.47985840, -711.72656250, 120.40285492, 440.05560303, -711.51800537, 37.93059158, 454.60589600, -711.69714355, 80, 554, 64, 0, 0, 0
361, -25.84730148, 282.37701416, -684.38232422, 26.19559669, 282.37512207, -684.42633057, 42.15457153, 454.33721924, -684.29437256, -41.59153748, 454.34033203, -684.22357178, 80, 554, 64, 1, 1, 0
362, -74.48159790, 273.56140137, -711.57281494, -23.22883224, 282.59536743, -711.65637207, -37.36913681, 454.71655273, -711.79113770, -119.84378052, 440.17938232, -711.65667725, 80, 554, 64, 0, 0, 0
363, 55.19978714, 512.42901611, -694.12725830, 123.98596191, 500.34536743, -693.91552734, 162.31378174, 655.46435547, -693.66998291, 72.20318604, 671.29406738, -693.94738770, 64, 521, 32, 0, 0, 0
364, -34.66452408, 514.25805664, -694.10479736, 35.17474365, 514.25341797, -693.83300781, 46.09654999, 673.66375732, -693.64562988, -45.39361191, 673.66992188, -694.00170898, 64, 521, 32, 1, 0, 0
365, -123.33459473, 500.39691162, -694.04870605, -54.56031036, 512.54986572, -694.07153320, -71.55436707, 671.42767334, -693.90008545, -161.64939880, 655.50720215, -693.87023926, 64, 521, 32, 0, 0, 0
366, 9.41120148, 112.49739838, -615.69366455, 26.78608894, 98.42353821, -615.66009521, 65.97012329, 242.34619141, -615.61627197, 23.18366241, 277.00375366, -615.69891357, 48, 586, 48, 0, 0, 0
367, -10.27035332, 112.41299438, -586.46405029, 9.28915977, 101.57850647, -586.49005127, 22.82214165, 250.12460327, -586.28973389, -25.34406853, 276.80505371, -586.22564697, 48, 586, 48, 1, 1, 0
368, -29.63697243, 108.93891907, -615.75695801, -8.49386024, 101.66362762, -615.73608398, -20.94857216, 250.30398560, -615.51062012, -73.01447296, 268.21972656, -615.56201172, 48, 586, 48, 0, 0, 0
369, -48.32374573, 102.16444397, -586.44097900, -25.73825073, 98.59837341, -586.42639160, -63.52643585, 242.75578308, -586.33502197, -119.14427948, 251.53741455, -586.37109375, 64, 586, 48, 1, 1, 0
370, -65.40943909, 92.18305206, -615.61560059, -42.54749298, 92.57147980, -615.66375732, -104.66639709, 228.03570557, -615.71282959, -160.96501160, 227.07919312, -615.59417725, 64, 586, 48, 0, 0, 0
371, -80.51339722, 79.41901398, -586.34008789, -58.06318283, 83.75577545, -586.29412842, -142.67533875, 206.43453979, -586.43286133, -197.96005249, 195.75506592, -586.54595947, 64, 586, 48, 1, 1, 0
372, -120.86398315, 256.48248291, -684.26269531, -71.95841217, 274.27874756, -684.20239258, -115.77074432, 441.33007812, -684.26165771, -194.46835327, 412.69281006, -684.35876465, 80, 554, 64, 1, 1, 0
373, -163.54910278, 231.59346008, -711.56561279, -118.47944641, 257.61575317, -711.74420166, -190.64913940, 414.51446533, -711.82543945, -263.17407227, 372.64007568, -711.53802490, 80, 554, 64, 0, 0, 0
374, -201.27508545, 199.65126038, -684.35693359, -161.40322876, 233.09819031, -684.29815674, -259.69854736, 375.09710693, -684.17224121, -323.85931396, 321.27517700, -684.26678467, 80, 554, 64, 1, 1, 0
375, -208.32319641, 471.39077759, -693.94653320, -142.70635986, 495.30783081, -693.99157715, -187.04559326, 648.81677246, -693.83795166, -273.00433350, 617.48516846, -693.77899170, 64, 521, 32, 1, 0, 0
376, -287.12539673, 428.05380249, -693.86840820, -226.63470459, 462.95999146, -694.03967285, -296.85800171, 606.48583984, -693.99755859, -376.10147095, 560.75836182, -693.77325439, 64, 521, 32, 0, 0, 0
377, -357.09646606, 371.64050293, -693.91925049, -303.56240845, 416.49209595, -694.11248779, -397.57318115, 545.69323730, -693.98925781, -467.70336914, 486.93719482, -693.73608398, 64, 521, 32, 1, 0, 0
378, -48.11621094, 102.16325378, -586.40289307, -26.02986145, 98.67693329, -586.41815186, -64.15174103, 242.88458252, -586.39135742, -118.54039764, 251.46983337, -586.35382080, 48, 586, 48, 1, 1, 0
379, -65.10978699, 92.22393799, -615.69085693, -42.75313568, 92.60057831, -615.68591309, -105.18430328, 228.06806946, -615.51293945, -160.23858643, 227.14059448, -615.52502441, 48, 586, 48, 0, 0, 0
380, -80.13766479, 79.53266907, -586.38562012, -58.18426514, 83.77646637, -586.39129639, -143.13864136, 206.38101196, -586.31915283, -197.19990540, 195.93046570, -586.30505371, 48, 586, 48, 1, 1, 0
381, -14.25822067, 149.29478455, -839.62194824, 40.34259033, 144.51867676, -839.74133301, 91.84509277, 328.99127197, -839.84564209, -32.49934769, 339.86807251, -839.57366943, 80, 610, 112, 0, 0, 0
382, -64.45278931, 135.35630798, -814.81433105, -11.51045609, 149.53997803, -814.89544678, -26.19704819, 340.50311279, -815.07128906, -146.76458740, 308.20214844, -814.88647461, 80, 610, 112, 1, 1, 0
383, -106.86803436, 105.15976715, -839.72155762, -61.97048950, 136.59674072, -839.69854736, -141.08952332, 311.01815796, -839.73083496, -243.33638000, 239.42558289, -839.78320312, 80, 610, 112, 0, 0, 0
384, 30.55578613, 366.47158813, -839.79052734, 97.04744720, 354.74114990, -839.93902588, 181.51629639, 663.39660645, -839.83319092, 57.17395401, 685.33300781, -839.55548096, 80, 1024, 64, 0, 0, 0
385, -33.52650833, 366.24975586, -815.12719727, 33.99196243, 366.25354004, -814.97851562, 63.53300095, 684.89202881, -814.84930420, -62.72951508, 684.88494873, -815.12725830, 80, 1024, 64, 1, 1, 0
386, -96.62157440, 354.87152100, -839.82141113, -30.12728119, 366.58795166, -839.82141113, -56.30927277, 685.52001953, -839.82141113, -180.65652466, 663.60980225, -839.82141113, 80, 1024, 64, 0, 0, 0
387, -156.78659058, 332.70587158, -815.08142090, -93.33516693, 355.78582764, -815.08331299, -174.47631836, 665.33264160, -814.92877197, -293.13330078, 622.17224121, -814.92523193, 80, 1024, 64, 1, 1, 0
388, -212.19515991, 300.43493652, -839.98315430, -153.71678162, 334.18426514, -839.81677246, -287.38748169, 624.93371582, -839.58624268, -396.74462891, 561.82098389, -839.89739990, 80, 1024, 64, 0, 0, 0
